User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
38782.0,female,"31,6",A,Non_Verified,bicurious,Switch,Nobody,0,before_22_days,28.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38783.0,male,"28,5",O,Non_Verified,Heterosexual,Switch,Women,0,before_518_days,28.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38786.0,male,"34,1",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_37_days,28.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38788.0,female,"25,5",H,Non_Verified,bisexual,Submisive,Nobody,0,before_408_days,28.11.2015,0,0:15,0.0,0.0,0.0,,unknown_risk
38792.0,male,"45,7",M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_448_days,28.11.2015,0,30:20,0.0,0.0,0.0,,unknown_risk
38793.0,male,"42,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_517_days,28.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38797.0,male,"32,6",A,Non_Verified,Heterosexual,Dominant,Women,0,before_515_days,29.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38799.0,male,"44,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_517_days,29.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38800.0,male,"37,6",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_517_days,29.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38801.0,male,"40,4",N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1_days,29.11.2015,0,0:19,0.0,0.0,2.0,38689,unknown_risk
38802.0,male,"24,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_117_days,29.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38807.0,male,"47,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_516_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38808.0,male,"41,5",E,Non_Verified,bicurious,Switch,Women,0,before_516_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38809.0,male,"30,4",H,Non_Verified,Heterosexual,Dominant,Women,0,before_403_days,30.11.2015,1,0:0,0.0,0.0,0.0,,unknown_risk
3881.0,male,"40,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1645_days,3.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38810.0,male,"23,2",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_516_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38813.0,male,"25,1",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_516_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38819.0,male,"45,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_516_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3882.0,male,"32,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1977_days,3.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38820.0,male,"32,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_355_days,30.11.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38822.0,male,"37,6",M,Non_Verified,Heterosexual,Dominant,Women,0,before_2_days,1.12.2015,0,0:0,0.0,0.0,0.0,39059,unknown_risk
38824.0,male,"49,7",J,Non_Verified,bisexual,Submisive,Women,0,before_515_days,1.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3883.0,male,"44,9",D,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1745_days,3.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38831.0,male,"38,7",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_515_days,1.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38833.0,male,"44,6",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_429_days,1.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38834.0,female,"26,4",L,Non_Verified,Heterosexual,Submisive,Nobody,0,before_433_days,1.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38839.0,male,"23,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_514_days,2.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38841.0,male,"38,5",G,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_12_days,2.12.2015,0,0:1,0.0,0.0,0.0,,unknown_risk
38846.0,male,"19,5",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_502_days,2.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38848.0,female,"23,4",C,Non_Verified,bicurious,Switch,Men_and_Women,0,before_305_days,2.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38854.0,female,"54,9",M,Non_Verified,bicurious,Submisive,Nobody,0,before_507_days,3.12.2015,0,0:1,0.0,0.0,0.0,,unknown_risk
38857.0,male,"33,6",L,Non_Verified,Heterosexual,Switch,Women,0,before_1_days,3.12.2015,0,5:59,1.0,0.0,0.0,,unknown_risk
38859.0,male,"50,7",E,Non_Verified,Heterosexual,Switch,Nobody,0,before_233_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38860.0,female,39,L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_513_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38861.0,male,"38,6",A,Non_Verified,Heterosexual,Switch,,0,before_1_days,3.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38863.0,male,"44,8",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_9_days,3.12.2015,0,0:21,0.0,0.0,0.0,,unknown_risk
38864.0,male,39,A,Non_Verified,bicurious,Dominant,Women,0,before_513_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38865.0,female,"19,4",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_507_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38867.0,male,"27,5",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_502_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38868.0,female,"19,4",C,Non_Verified,bisexual,Switch,Nobody,0,before_513_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38871.0,male,"21,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_510_days,3.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38873.0,male,"46,1",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_38_days,4.12.2015,0,0:23,0.0,0.0,0.0,,unknown_risk
38875.0,male,"27,4",G,Non_Verified,bisexual,Switch,Nobody,0,before_318_days,4.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3888.0,male,36,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2004_days,3.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38888.0,female,"21,1",G,Non_Verified,bicurious,Submisive,Nobody,0,before_511_days,5.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3889.0,male,"58,7",A,Non_Verified,bisexual,Switch,Women,0,before_12_days,3.11.2011,0,0:9,2.0,0.0,0.0,,unknown_risk
38890.0,male,"45,8",O,Non_Verified,Homosexual,Submisive,Men,0,before_33_days,5.12.2015,0,0:55,0.0,0.0,0.0,,unknown_risk
38892.0,male,"46,8",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_367_days,6.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38894.0,male,"40,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_510_days,6.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38905.0,male,"21,5",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_509_days,6.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38906.0,male,"24,2",A,Non_Verified,bicurious,Submisive,Nobody,0,before_400_days,7.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38908.0,male,"36,7",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_509_days,7.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38909.0,male,"45,8",M,Non_Verified,bicurious,Submisive,Nobody,0,before_509_days,7.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38915.0,male,24,C,Non_Verified,Heterosexual,Switch,Nobody,0,before_14_days,7.12.2015,0,0:10,0.0,0.0,0.0,,unknown_risk
38916.0,female,37,A,Non_Verified,bisexual,Dominant,Nobody,0,before_509_days,7.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38917.0,female,"27,2",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_493_days,7.12.2015,0,0:47,0.0,0.0,0.0,,unknown_risk
38918.0,female,"30,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_509_days,7.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3892.0,male,"37,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1753_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38925.0,female,26,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_16_days,8.12.2015,0,0:12,0.0,0.0,0.0,,unknown_risk
38927.0,female,"19,4",A,Non_Verified,bisexual,Submisive,Nobody,0,before_508_days,8.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38928.0,female,"30,3",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_414_days,8.12.2015,0,2:6,0.0,0.0,0.0,,unknown_risk
38930.0,male,"32,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_28_days,8.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38931.0,male,"31,1",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_508_days,8.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38933.0,male,"53,3",F,Non_Verified,Heterosexual,Switch,Nobody,0,before_508_days,8.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38934.0,male,"26,8",M,Non_Verified,bisexual,Submisive,Nobody,0,before_268_days,8.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38935.0,male,"30,5",C,Non_Verified,Heterosexual,Switch,Women,0,before_289_days,8.12.2015,0,1:6,1.0,0.0,0.0,,unknown_risk
38937.0,male,52,L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_506_days,8.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3894.0,male,"44,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2003_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38942.0,male,"40,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_507_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38943.0,male,"36,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_23_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38945.0,male,"57,9",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_507_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38946.0,male,"42,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_480_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38947.0,male,"45,4",G,Non_Verified,bisexual,Switch,Nobody,0,before_387_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38948.0,male,"30,5",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_15_days,9.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3895.0,male,"34,4",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1119_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38951.0,male,"36,8",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1_days,10.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38953.0,male,"22,1",L,Non_Verified,bisexual,Submisive,Nobody,0,before_84_days,10.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38954.0,male,"35,3",G,Non_Verified,Heterosexual,Dominant,Women,0,before_3_days,10.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38956.0,male,31,L,Non_Verified,Heterosexual,Dominant,Women,0,before_11_days,10.12.2015,0,0:20,0.0,0.0,0.0,,unknown_risk
3896.0,male,34,E,Non_Verified,Heterosexual,Switch,Nobody,0,before_2003_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38960.0,female,"26,2",A,Non_Verified,bisexual,Dominant,Nobody,0,before_480_days,10.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38962.0,male,"40,9",A,Non_Verified,bisexual,Submisive,Nobody,0,before_257_days,11.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38964.0,male,"40,1",A,Non_Verified,Heterosexual,Dominant,Women,0,before_26_days,11.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38965.0,female,33,L,Non_Verified,bicurious,Submisive,Nobody,0,before_505_days,11.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38971.0,male,"32,3",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_505_days,11.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38973.0,male,"37,9",B,Non_Verified,Heterosexual,Dominant,Women,0,before_84_days,11.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
38974.0,female,"21,5",D,Non_Verified,Homosexual,Switch,Nobody,0,before_505_days,11.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38975.0,female,"52,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1_days,11.12.2015,0,0:16,0.0,0.0,0.0,,unknown_risk
38978.0,male,"27,4",H,Non_Verified,Heterosexual,Dominant,Women,0,before_1_days,12.12.2015,0,1:16,1.0,0.0,0.0,"46843,46719,42702,41348,42489",unknown_risk
3898.0,female,52,A,Non_Verified,bisexual,Dominant,Nobody,0,before_2003_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
38980.0,female,"43,7",N,Non_Verified,bisexual,Submisive,Men,0,before_250_days,12.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38981.0,male,"38,7",M,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_3_days,12.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38983.0,male,"24,9",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_498_days,12.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38986.0,male,"29,6",A,Non_Verified,Homosexual,Switch,Nobody,0,before_42_days,12.12.2015,0,0:7,4.0,0.0,0.0,,unknown_risk
38990.0,male,"30,3",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_503_days,12.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38992.0,male,24,B,Non_Verified,Homosexual,Switch,Nobody,0,before_503_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38994.0,male,"32,5",A,Non_Verified,Heterosexual,Dominant,Women,0,before_197_days,13.12.2015,0,0:0,2.0,0.0,0.0,,unknown_risk
38998.0,male,"34,4",C,Non_Verified,Heterosexual,Submisive,Women,0,before_499_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
38999.0,male,"62,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_384_days,13.12.2015,0,0:1,0.0,0.0,0.0,,unknown_risk
3900.0,male,"31,5",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_1803_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39003.0,male,"40,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_503_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39004.0,female,"47,9",M,Non_Verified,bisexual,Dominant,Women,0,before_494_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39005.0,male,"33,2",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_490_days,13.12.2015,2,0:0,0.0,0.0,0.0,,unknown_risk
39006.0,male,29,A,Non_Verified,Heterosexual,Switch,Women,0,before_94_days,13.12.2015,0,0:0,1.0,0.0,0.0,,unknown_risk
39009.0,female,"19,8",E,Non_Verified,Heterosexual,Submisive,,0,before_77_days,13.12.2015,0,7:44,1.0,0.0,0.0,,unknown_risk
3901.0,male,"48,2",B,Non_Verified,bisexual,Switch,Nobody,0,before_2003_days,4.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39011.0,male,27,C,Non_Verified,Homosexual,Submisive,Men,0,before_501_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39013.0,male,36,A,Non_Verified,bicurious,Switch,Nobody,0,before_497_days,13.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39016.0,male,"58,1",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_29_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39018.0,male,"31,5",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_377_days,14.12.2015,0,0:2,0.0,0.0,0.0,,unknown_risk
39019.0,male,"31,4",D,Non_Verified,bicurious,Dominant,Women,0,before_279_days,14.12.2015,0,0:0,0.0,0.0,0.0,"34788,33423",unknown_risk
39020.0,male,"22,9",C,Non_Verified,Homosexual,Submisive,Nobody,0,before_487_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39023.0,male,"37,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_467_days,14.12.2015,0,1:44,0.0,0.0,0.0,,unknown_risk
39025.0,male,"28,3",C,Non_Verified,bicurious,Dominant,Nobody,0,before_502_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39029.0,male,"29,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_488_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3903.0,male,"47,1",A,Non_Verified,bisexual,Dominant,Nobody,0,before_2001_days,5.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39030.0,female,"55,3",A,Non_Verified,bisexual,Submisive,Nobody,0,before_336_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39032.0,male,"40,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_433_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39033.0,male,"41,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1_days,14.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39037.0,male,"37,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_31_days,15.12.2015,0,0:7,0.0,0.0,0.0,,unknown_risk
39042.0,female,21,G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_501_days,15.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39047.0,male,"20,4",L,Non_Verified,bicurious,Switch,Nobody_but_maybe,0,before_343_days,15.12.2015,0,0:2,1.0,0.0,0.0,31083,unknown_risk
39048.0,male,"28,2",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_501_days,15.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3905.0,male,"47,2",O,Non_Verified,Heterosexual,Dominant,Women,0,before_1031_days,6.11.2011,0,0:17,0.0,0.0,0.0,,unknown_risk
39050.0,female,"26,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_501_days,15.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39052.0,male,"20,4",G,Non_Verified,Homosexual,Submisive,Men,0,before_115_days,15.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39054.0,male,"26,3",C,Non_Verified,bicurious,Switch,Nobody,0,before_292_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39055.0,male,"50,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_136_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39057.0,male,"34,4",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_492_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39058.0,male,"56,7",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3906.0,male,"44,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1995_days,6.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39061.0,male,"28,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_379_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39064.0,male,"36,3",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_500_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39065.0,male,"34,7",C,Non_Verified,Heterosexual,Dominant,Women,0,before_1_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39067.0,male,41,F,Non_Verified,bicurious,Switch,Nobody,0,before_500_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39068.0,male,"20,6",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_500_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39069.0,female,"27,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_499_days,16.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3907.0,male,"41,4",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2001_days,6.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39070.0,male,"27,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_190_days,17.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39075.0,male,"29,6",B,Non_Verified,bicurious,Switch,Nobody,0,before_53_days,17.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39078.0,female,"30,4",A,Non_Verified,Heterosexual,Submisive,,0,before_3_days,17.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39082.0,male,"37,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_278_days,17.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39086.0,female,30,B,Non_Verified,bisexual,Submisive,Nobody,0,before_473_days,17.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39087.0,male,"31,5",O,Non_Verified,bicurious,Dominant,Nobody,0,before_498_days,18.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39088.0,male,"30,2",K,Non_Verified,Heterosexual,Switch,Women,0,before_482_days,18.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39090.0,male,"47,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_498_days,18.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39091.0,male,"23,2",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_210_days,18.12.2015,0,0:14,0.0,0.0,0.0,,unknown_risk
39093.0,female,"21,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_265_days,18.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39095.0,male,"37,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_475_days,19.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
391.0,male,"39,7",D,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2384_days,6.1.2010,0,0:0,0.0,0.0,0.0,,unknown_risk
39101.0,female,"40,3",A,Non_Verified,bicurious,Submisive,Nobody,0,before_447_days,19.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39104.0,female,"22,1",A,Non_Verified,bicurious,Submisive,Nobody,0,before_329_days,19.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39105.0,male,"40,4",J,Non_Verified,Heterosexual,Dominant,Women,0,before_79_days,19.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39107.0,male,"45,7",C,Non_Verified,bicurious,Submisive,Nobody,0,before_496_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3911.0,male,"28,4",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2001_days,6.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39110.0,male,34,O,Non_Verified,bisexual,Switch,Nobody,0,before_440_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39114.0,male,"42,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_238_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39119.0,male,"24,5",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_496_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
3912.0,male,"41,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1075_days,6.11.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
39127.0,female,"28,8",E,Non_Verified,Heterosexual,Switch,Men,0,before_119_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39130.0,female,"26,6",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_197_days,20.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39131.0,female,"27,2",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_4_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39133.0,female,"27,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_416_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39135.0,male,"40,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_495_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39136.0,male,50,A,Non_Verified,bisexual,Dominant,Nobody,0,before_13_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39139.0,male,"28,4",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_495_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39140.0,female,"32,7",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_490_days,21.12.2015,4,0:0,0.0,0.0,0.0,28235,unknown_risk
39143.0,male,"54,4",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_494_days,21.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39145.0,female,"24,9",A,Non_Verified,bisexual,Submisive,Nobody,0,before_155_days,22.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39146.0,male,"22,5",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_494_days,22.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39147.0,male,"35,3",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_147_days,22.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39149.0,female,"32,2",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_6_days,23.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39153.0,male,21,N,Non_Verified,bicurious,Switch,Nobody,0,before_493_days,23.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39154.0,male,"20,9",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_4_days,23.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39156.0,male,"48,4",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_471_days,23.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
39157.0,female,"33,6",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_245_days,23.12.2015,0,0:0,0.0,0.0,0.0,"28526,35153",unknown_risk
39159.0,male,"26,7",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_449_days,24.12.2015,0,0:0,0.0,0.0,0.0,,unknown_risk
